numero_arrete,titre,autorite_responsable,signataire,date_publication,date_signature,poids_pdf_ko,concerne_circulation,concerne_stationnement,est_temporaire,explnum_id,pdf_s3_url,date_scrape
2025 T 18678,"Arrêté n° 2025 T 18678 modifiant, à titre provisoire, la règle du stationnement rue Roger Bacon, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,26/11/2025,21/11/2025,105,False,True,True,45610,s3://parisarretes/arretes/2025/2025_T_18678_485be7f7.pdf,2025-11-27T05:21:55.843644
2025 T 18660,"Arrêté n° 2025 T 18660 modifiant, à titre provisoire, les règles de stationnement rue de Pommard, à Paris 12e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,26/11/2025,24/11/2025,104,False,True,True,45605,s3://parisarretes/arretes/2025/2025_T_18660_d9b02fee.pdf,2025-11-27T05:21:55.846223
2025 T 18659,"Arrêté n° 2025 T 18659 modifiant, à titre provisoire, les règles de stationnement quai Saint-Exupéry, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,26/11/2025,21/11/2025,52,False,True,True,45604,s3://parisarretes/arretes/2025/2025_T_18659_c86f6299.pdf,2025-11-27T05:21:55.846617
2025 T 18658,"Arrêté n° 2025 T 18658 modifiant, à titre provisoire, les règles de stationnement rue de Civry, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,26/11/2025,21/11/2025,51,False,True,True,45603,s3://parisarretes/arretes/2025/2025_T_18658_70fc2603.pdf,2025-11-27T05:21:55.846928
2025 T 18652,"Arrêté n° 2025 T 18652 modifiant, à titre provisoire, les règles de la circulation générale et du stationnement rue Legendre, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,26/11/2025,20/11/2025,105,True,True,True,45602,s3://parisarretes/arretes/2025/2025_T_18652_bbc80cde.pdf,2025-11-27T05:21:55.847236
2025 T 18600,"Arrêté n° 2025 T 18600 modifiant, à titre provisoire, les règles de circulation générale rue d'Arcueil, à Paris 13e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,26/11/2025,24/11/2025,50,True,False,True,45597,s3://parisarretes/arretes/2025/2025_T_18600_6a631eea.pdf,2025-11-27T05:22:26.127157
2025 T 18648,"Arrêté n° 2025 T 18648 modifiant, à titre provisoire, les règles du stationnement rues des Mathurins, à Paris 8e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,26/11/2025,20/11/2025,105,False,True,True,45600,s3://parisarretes/arretes/2025/2025_T_18648_b98946ad.pdf,2025-11-27T05:22:26.126242
2025 T 18637,"Arrêté n° 2025 T 18637 modifiant, à titre provisoire la règle de la circulation générale boulevard Marguerite de Rochechouart, à Paris 18e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,26/11/2025,20/11/2025,102,True,False,True,45598,s3://parisarretes/arretes/2025/2025_T_18637_158e1aff.pdf,2025-11-27T05:22:26.126871
2025 T 18642,"Arrêté n° 2025 T 18642 modifiant, à titre provisoire, les règles de la circulation générale et du stationnement rue Aumont-Thiéville, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,26/11/2025,20/11/2025,108,True,True,True,45599,s3://parisarretes/arretes/2025/2025_T_18642_69d31bc9.pdf,2025-11-27T05:22:26.126531
2025 T 18649,"Arrêté n° 2025 T 18649 modifiant, à titre provisoire, la règle de stationnement rue de la Jonquière, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,26/11/2025,20/11/2025,104,False,True,True,45601,s3://parisarretes/arretes/2025/2025_T_18649_42d2c8ec.pdf,2025-11-27T05:22:26.125737
2025 P 17551,"Arrêté n° 2025 P 17551 instaurant une aire piétonne passage Ramey, à Paris 18e",Direction de la Voirie et des Déplacements,François WOUTS,26/11/2025,24/11/2025,102,False,False,False,45596,s3://parisarretes/arretes/2025/2025_P_17551_9d621237.pdf,2025-11-27T05:22:26.127451
2025 E 18663,"Arrêté n° 2025 E 18663 modifiant, à titre provisoire, les règles de stationnement Chemin des Réservoirs (parking de la Grande Cascade), dans le Bois de Boulogne, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,26/11/2025,21/11/2025,106,False,True,True,45595,s3://parisarretes/arretes/2025/2025_E_18663_065e0695.pdf,2025-11-27T05:22:26.127810
2025 C 18691,"Arrêté n° 2025 C 18691 modifiant l'arrêté n° 2025 C 18485 modifiant, à titre provisoire, les règles de stationnement rues Soufflot et Toulier, à Paris 5e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,26/11/2025,24/11/2025,113,False,True,True,45594,s3://parisarretes/arretes/2025/2025_C_18691_0bdd868f.pdf,2025-11-27T05:22:26.128303
2025 T 18720,"Arrêté n° 2025 T 18720 modifiant, à titre provisoire, la règle du stationnement rue de la Bienfaisance, à Paris 8e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,27/11/2025,25/11/2025,107,False,True,True,45671,s3://parisarretes/arretes/2025/2025_T_18720_861b9a25.pdf,2025-11-28T05:21:19.388620
2025 T 18736,"Arrêté n° 2025 T 18736 modifiant, à titre provisoire, les règles de stationnement rue Guénégaud, à Paris 6e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,27/11/2025,25/11/2025,105,False,True,True,45672,s3://parisarretes/arretes/2025/2025_T_18736_200da255.pdf,2025-11-28T05:21:19.388330
2025 E 18732,"Arrêté n° 2025 E 18732 modifiant, à titre provisoire, les règles de circulation générale rue des Saints-Pères, à Paris 6e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,27/11/2025,25/11/2025,50,True,False,True,45669,s3://parisarretes/arretes/2025/2025_E_18732_f9afdbab.pdf,2025-11-28T05:21:19.389226
2025 T 18758,"Arrêté n° 2025 T 18758 modifiant, à titre provisoire les règles du stationnement rue Pierre Louys, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,27/11/2025,25/11/2025,51,False,True,True,45675,s3://parisarretes/arretes/2025/2025_T_18758_289500ae.pdf,2025-11-28T05:21:19.387588
2025 T 18712,"Arrêté n° 2025 T 18712 modifiant, à titre provisoire, la règle de la circulation générale rue de Castellane et rue Greffulhe, à Paris 8e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,27/11/2025,25/11/2025,104,True,False,True,45670,s3://parisarretes/arretes/2025/2025_T_18712_78781732.pdf,2025-11-28T05:21:19.388899
2025 T 18695,"Arrêté n° 2025 T 18695 modifiant, à titre provisoire, les règles de la circulation générale et du stationnement rue Lamarck, à Paris 18e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,27/11/2025,24/11/2025,107,True,True,True,45667,s3://parisarretes/arretes/2025/2025_T_18695_43f2c213.pdf,2025-11-28T05:21:19.389777
2025 T 18729,"Arrêté n° 2025 T 18729 modifiant, à titre provisoire, la règle du stationnement rue Ramey, à Paris 18e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,27/11/2025,25/11/2025,104,False,True,True,45666,s3://parisarretes/arretes/2025/2025_T_18729_4fde40f3.pdf,2025-11-28T05:21:19.390046
2025 T 18739,"Arrêté n° 2025 T 18739 modifiant, à titre provisoire, les règles de la circulation générale et du stationnement rue Marcadet, à Paris 18e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,27/11/2025,25/11/2025,146,True,True,True,45661,s3://parisarretes/arretes/2025/2025_T_18739_9faf3e9d.pdf,2025-11-28T05:21:19.390338
2025 T 18744,"Arrêté n° 2025 T 18744 modifiant, à titre provisoire, les règles de la circulation générale et du stationnement rue du Faubourg Saint Honoré, à Paris 8e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,27/11/2025,25/11/2025,107,True,True,True,45674,s3://parisarretes/arretes/2025/2025_T_18744_c7289256.pdf,2025-11-28T05:21:19.388007
2025 T 18711,"Arrêté n° 2025 T 18711 modifiant, à titre provisoire, la règle du stationnement rue Championnet, à Paris 18e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,27/11/2025,24/11/2025,104,False,True,True,45668,s3://parisarretes/arretes/2025/2025_T_18711_09aa12f4.pdf,2025-11-28T05:21:19.389502
2025 T 18737,"Arrêté n° 2025 T 18737 modifiant, à titre provisoire, les règles de stationnement rue de Bagnolet, à Paris 20e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,27/11/2025,25/11/2025,51,False,True,True,45649,s3://parisarretes/arretes/2025/2025_T_18737_7ee8c7fe.pdf,2025-11-28T05:21:54.192798
2025 T 18519,"Arrêté n° 2025 T 18519 modifiant, à provisoire, les règles de stationnement route des Lacs à Madrid, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,27/11/2025,17/11/2025,52,False,True,True,45657,s3://parisarretes/arretes/2025/2025_T_18519_a77e65ce.pdf,2025-11-28T05:21:54.191373
2025 T 18717,"Arrêté n° 2025 T 18717 modifiant, à titre provisoire les règles du stationnement boulevard Richard Wallace, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,27/11/2025,24/11/2025,107,False,True,True,45653,s3://parisarretes/arretes/2025/2025_T_18717_619470c6.pdf,2025-11-28T05:21:54.191882
2025 T 18743,"Arrêté n° 2025 T 18743 modifiant, à titre provisoire, les règles de stationnement villa Stendhal, à Paris 20e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,27/11/2025,25/11/2025,50,False,True,True,45650,s3://parisarretes/arretes/2025/2025_T_18743_4a84651c.pdf,2025-11-28T05:21:54.192524
2025 T 18747,"Arrêté n° 2025 T 18747 modifiant, à titre provisoire, les règles de stationnement boulevard Voltaire, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,27/11/2025,25/11/2025,51,False,True,True,45651,s3://parisarretes/arretes/2025/2025_T_18747_dd1fe937.pdf,2025-11-28T05:21:54.192224
2025 T 18734,"Arrêté n° 2025 T 18734 modifiant, à titre provisoire, les règles de stationnement avenue Léon Bollée, à Paris 13e.",Direction de la Voirie et des Déplacements,Nathalie VIENNE,27/11/2025,25/11/2025,51,False,True,True,45678,s3://parisarretes/arretes/2025/2025_T_18734_87b0a39b.pdf,2025-11-28T05:21:54.193496
2025 T 18735,"Arrêté n° 2025 T 18735 modifiant, à titre provisoire, les règles de stationnement rue des Rigoles, à Paris 20e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,27/11/2025,25/11/2025,51,False,True,True,45648,s3://parisarretes/arretes/2025/2025_T_18735_f238f6ef.pdf,2025-11-28T05:21:54.193207
2025 T 18719,"Arrêté n° 2025 T 18719 modifiant, à titre provisoire, les règles de stationnement rue Primo Levi, à Paris 13e.",Direction de la Voirie et des Déplacements,Nathalie VIENNE,27/11/2025,25/11/2025,104,False,True,True,45646,s3://parisarretes/arretes/2025/2025_T_18719_7cd39b57.pdf,2025-11-28T05:21:54.193775
2025 T 18713,"Arrêté n° 2025 T 18713 modifiant, à titre provisoire, les règles de stationnement rue de Patay, à Paris 13e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,27/11/2025,25/11/2025,51,False,True,True,45645,s3://parisarretes/arretes/2025/2025_T_18713_8d5dce5d.pdf,2025-11-28T05:21:54.194043
2025 T 18709,"Arrêté n° 2025 T 18709 modifiant, à titre provisoire, la règle de stationnement rue de Cotte, à Paris 12e.",Direction de la Voirie et des Déplacements,Nathalie VIENNE,27/11/2025,25/11/2025,104,False,True,True,45644,s3://parisarretes/arretes/2025/2025_T_18709_f5a2cc62.pdf,2025-11-28T05:21:54.194350
2025 T 18535,"Arrêté n° 2025 T 18535 modifiant, à titre provisoire, la règle de la circulation générale rue Eugène Spuller, à Paris 3e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,27/11/2025,25/11/2025,122,True,False,True,45640,s3://parisarretes/arretes/2025/2025_T_18535_9536b34d.pdf,2025-11-28T05:22:24.723072
2025 T 18675,"Arrêté n° 2025 T 18675 modifiant, à titre provisoire, la règle de la circulation générale Boulevard Beaumarchais, à Paris 4e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,27/11/2025,25/11/2025,122,True,False,True,45643,s3://parisarretes/arretes/2025/2025_T_18675_8a0bb36d.pdf,2025-11-28T05:22:24.722033
2025 T 18668,"Arrêté n° 2025 T 18668 modifiant, à titre provisoire, la règle du stationnement rue des Apennins, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,27/11/2025,21/11/2025,105,False,True,True,45642,s3://parisarretes/arretes/2025/2025_T_18668_4527c3f5.pdf,2025-11-28T05:22:24.722491
2025 T 18538,"Arrêté n° 2025 T 18538 modifiant, à titre provisoire, la règle de la circulation générale rue de Trévise, à Paris 9e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,27/11/2025,25/11/2025,134,True,False,True,45641,s3://parisarretes/arretes/2025/2025_T_18538_ac3bfcac.pdf,2025-11-28T05:22:24.722785
2025 T 18436,"Arrêté n° 2025 T 18436 modifiant, à titre provisoire, la règle du stationnement et de la circulation générale rue Perdonnet, à Paris 10e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,27/11/2025,25/11/2025,125,True,True,True,45638,s3://parisarretes/arretes/2025/2025_T_18436_42675a37.pdf,2025-11-28T05:22:24.723678
2025 T 18476,"Arrêté n° 2025 T 18476 modifiant, à titre provisoire, la règle de la circulation générale rue Drouot, à Paris 9e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,27/11/2025,25/11/2025,123,True,False,True,45639,s3://parisarretes/arretes/2025/2025_T_18476_9eee25fe.pdf,2025-11-28T05:22:24.723396
2025 T 18433,"Arrêté n° 2025 T 18433 modifiant, à titre provisoire, la règle du stationnement et de la circulation générale rue Saint-Marc, à Paris 2e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,27/11/2025,25/11/2025,127,True,True,True,45637,s3://parisarretes/arretes/2025/2025_T_18433_400ca698.pdf,2025-11-28T05:22:24.723952
2025 T 18411,"Arrêté n° 2025 T 18411 modifiant, à titre provisoire, la règle du stationnement rue Lamartine, à Paris 9e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,27/11/2025,25/11/2025,127,False,True,True,45636,s3://parisarretes/arretes/2025/2025_T_18411_1f806334.pdf,2025-11-28T05:22:24.724348
2025 T 18325,"Arrêté n° 2025 T 18325 modifiant, à titre provisoire, la règle du stationnement rue Beaurepaire, à Paris 10e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,27/11/2025,25/11/2025,135,False,True,True,45635,s3://parisarretes/arretes/2025/2025_T_18325_395c8c00.pdf,2025-11-28T05:22:24.724820
2025 T 18782,"Arrêté n° 2025 T 18782 modifiant, à titre provisoire, les règles de la circulation générale et du stationnement rue Denis Poisson, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,28/11/2025,26/11/2025,109,True,True,True,45727,s3://parisarretes/arretes/2025/2025_T_18782_42a4f96a.pdf,2025-11-29T05:20:28.568791
2025 T 18772,"Arrêté n° 2025 T 18772 modifiant, à titre provisoire, les règles de la circulation générale avenue Ernest Renan, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,28/11/2025,25/11/2025,51,True,False,True,45728,s3://parisarretes/arretes/2025/2025_T_18772_c82c7416.pdf,2025-11-29T05:20:28.568289
2025 T 18733,"Arrêté n° 2025 T 18733 modifiant, à titre provisoire, les règles de stationnement rue de Grenelle, à Paris 7e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,28/11/2025,25/11/2025,50,False,True,True,45726,s3://parisarretes/arretes/2025/2025_T_18733_2e238453.pdf,2025-11-29T05:20:28.569259
2025 T 18704,"Arrêté n° 2025 T 18704 modifiant, à titre provisoire, les règles de stationnement rue de Grenelle, à Paris 7e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,28/11/2025,24/11/2025,50,False,True,True,45725,s3://parisarretes/arretes/2025/2025_T_18704_f787510a.pdf,2025-11-29T05:20:28.569740
2025 T 18703,"Arrêté n° 2025 T 18703 modifiant, à titre provisoire, les règles de la circulation générale et du stationnement rue Cardinet et rue Daubigny, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,28/11/2025,24/11/2025,108,True,True,True,45724,s3://parisarretes/arretes/2025/2025_T_18703_f98320ad.pdf,2025-11-29T05:20:28.570187
2025 T 18775,"Arrêté n° 2025 T 18775 modifiant, à titre provisoire, les règles de stationnement rue d'Auteuil, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,28/11/2025,26/11/2025,55,False,True,True,45729,s3://parisarretes/arretes/2025/2025_T_18775_1dadc719.pdf,2025-11-29T05:20:28.567816
2025 T 18777,"Arrêté n° 2025 T 18777 modifiant, à titre provisoire, les règles de stationnement rue Violet, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,28/11/2025,26/11/2025,51,False,True,True,45730,s3://parisarretes/arretes/2025/2025_T_18777_f4e273fb.pdf,2025-11-29T05:20:28.567172
2025 T 18792,"Arrêté n° 2025 T 18792 modifiant, à titre provisoire, la règle du stationnement rue Lécluse, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,28/11/2025,26/11/2025,103,False,True,True,45723,s3://parisarretes/arretes/2025/2025_T_18792_806b7709.pdf,2025-11-29T05:20:28.570681
2025 T 18701,"Arrêté n° 2025 T 18701 modifiant, à titre provisoire, les règles de stationnement rue Gassendi, à Paris 14e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,28/11/2025,24/11/2025,50,False,True,True,45722,s3://parisarretes/arretes/2025/2025_T_18701_e30644c7.pdf,2025-11-29T05:20:28.571158
2025 T 18612,"Arrêté n° 2025 T 18612 modifiant, à titre provisoire, la règle du stationnement et de la circulation générale rue de Clichy, à Paris 9e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,28/11/2025,26/11/2025,126,True,True,True,45721,s3://parisarretes/arretes/2025/2025_T_18612_8e7c6717.pdf,2025-11-29T05:20:28.571615
2025 C 18655,"Arrêté n° 2025 C 18655 modifiant, à titre provisoire, la règle du stationnement rue Philippe de Girard et rue du Château Landon, à Paris 10e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,28/11/2025,26/11/2025,124,False,True,True,45720,s3://parisarretes/arretes/2025/2025_C_18655_db9e7ca4.pdf,2025-11-29T05:21:05.185790
